dataset_index,initialization_index,stream_seed,arm,refresh_slot,partition_epoch,hash_partition_id,partition_fingerprint,feature_ns,ordering_or_hash_ns
1,0,a303ea0000000007,projected_order_1d,1100,11,,1f8bdc299549fd0d,7300,7700
1,0,a303ea0000000007,projected_order_1d,1200,12,,d2bd0f15714f7b8d,7300,7900
1,0,a303ea0000000007,projected_order_1d,1300,13,,e37ef74d23937e49,8500,11500
1,0,a303ea0000000007,projected_order_1d,1400,14,,3e3ef411decc3d81,7600,8100
1,0,a303ea0000000007,projected_order_1d,1500,15,,d26158085eeb18f5,7500,7900
1,0,a303ea0000000007,projected_order_1d,1600,16,,2c80efa858c531a9,7500,8000
1,0,a303ea0000000007,projected_order_1d,1700,17,,646e13338be0a1c9,7300,8300
1,0,a303ea0000000007,projected_order_1d,1800,18,,e2b8ee87dc5e6d99,7400,8000
1,0,a303ea0000000007,projected_order_1d,1900,19,,170bfb2b938046c1,7500,8100
1,0,a303ea0000000007,projected_order_1d,2000,20,,caa0f9b8585f7711,7400,8100
1,0,a303ea0000000007,projected_order_1d,2100,21,,0e86c94da7f1c10d,7500,8200
1,0,a303ea0000000007,projected_order_1d,2200,22,,e6f8f38c3b973bed,7500,8000
1,0,a303ea0000000007,projected_order_1d,2300,23,,f26775226a7aa471,7600,8000
1,0,a303ea0000000007,projected_order_1d,2400,24,,6b190e23786755f9,7400,8000
1,0,a303ea0000000007,projected_order_1d,2500,25,,aa35d65e24f48d69,7400,8000
1,0,a303ea0000000007,projected_order_1d,2600,26,,dfb20fe9a0f8fad5,7500,8100
1,0,a303ea0000000007,projected_order_1d,2700,27,,d429970df8811919,7500,8100
1,0,a303ea0000000007,projected_order_1d,2800,28,,011f37826bfe9585,7300,8800
1,0,a303ea0000000007,projected_order_1d,2900,29,,7fdd55c1f50f6fb5,7400,8600
1,0,a303ea0000000007,projected_order_1d,3000,30,,7732e92ab51bbf25,7500,8200
1,0,a303ea0000000007,projected_order_1d,3100,31,,3970a17a535c9065,7300,8000
1,0,a303ea0000000007,projected_order_1d,3200,32,,597b59ed14c9634d,7300,8700
1,0,a303ea0000000007,projected_order_1d,3300,33,,7fac075c5d178071,7600,8300
1,0,a303ea0000000007,projected_order_1d,3400,34,,702e260efa8d3405,7300,8300
1,0,a303ea0000000007,projected_order_1d,3500,35,,5ec28d072f854a09,7500,8100
1,0,a303ea0000000007,projected_order_1d,3600,36,,ab172e003c545ef9,7400,8000
1,0,a303ea0000000007,projected_order_1d,3700,37,,fbe4ddc12a79220d,7700,8100
1,0,a303ea0000000007,projected_order_1d,3800,38,,534e64bc8b690e39,7200,8100
1,0,a303ea0000000007,projected_order_1d,3900,39,,646963360d69aba9,7300,7700
1,0,a303ea0000000007,projected_order_1d,4000,40,,ce4ba4ac34e4d4ed,7400,8000
1,0,a303ea0000000007,projected_order_1d,4100,41,,aafbbcad7d306199,7200,8100
1,0,a303ea0000000007,hash_placebo,0,0,1,08d2d3f44d694801,0,4300
1,0,a303ea0000000008,projected_order_1d,0,0,,e5bfca898e63a1a1,7700,8000
1,0,a303ea0000000008,projected_order_1d,100,1,,a5429edd6c242549,7400,8000
